block_id,publisher,work,volume,title_as_entered,match_key,alias_merged,occurrence,status,seat,entry_no
B05,Sher,The Latin Real Easy Book,Part 2,Smooth Samba,smooth samba,,1,outside,,
B05,Sher,The Latin Real Easy Book,Part 2,Soul Sauce,soul sauce,,1,outside,,
B05,Sher,The Latin Real Easy Book,Part 2,Tassajara,tassajara,,1,outside,,
B05,Sher,The Latin Real Easy Book,Part 2,There's A Storm Inside,there's a storm inside,,1,outside,,
B05,Sher,The Latin Real Easy Book,Part 2,Triton,triton,,1,outside,,
B05,Sher,The Latin Real Easy Book,Part 2,We Kinda Music,we kinda music,,1,outside,,
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,All of Me,all of me,,1,seated,List 1A,2
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,All the Things You Are,all the things you are,,1,seated,List 1A,3
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Autumn Leaves,autumn leaves,,1,seated,List 1A,5
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,C-Jam Blues,c jam blues,,1,seated,List 4,90
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Comin' Home Baby,comin' home baby,,1,outside,,
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Footprints,footprints,,1,seated,List 1A,86
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,The Girl from Ipanema (Garôta de Ipanema),girl from ipanema,,1,seated,List 1A,57
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,In a Mellow Tone,in a mellow tone,,1,seated,List 4,79
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Killer Joe,killer joe,,2,seated,List 1B,29
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Little Sunflower,little sunflower,,3,seated,List 1A,29
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Milestones,milestones,,1,seated,List 1A,33
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Mr. P.C.,mr p c,,2,seated,List 1A,87
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,On Green Dolphin Street,on green dolphin street,,1,seated,List 1A,42
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,One for Daddy-O,one for daddy o,,2,outside,,
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Reunion Blues,reunion blues,,1,outside,,
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Satin Doll,satin doll,,1,seated,List 1A,47
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,There Will Never Be Another You,there will never be another you,,1,seated,List 1A,59
B06,Hal Leonard,Easy Jazz Play-Along,vol 1,Tune Up,tune up,,2,seated,List 1A,60
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Don't Get Around Much Anymore,don't get around much anymore,,1,seated,List 1B,14
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Exactly Like You,exactly like you,,1,seated,List 4,50
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Fly Me to the Moon (In Other Words),fly me to the moon,,1,seated,List 5A,19
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Have You Met Miss Jones?,have you met miss jones,,1,seated,List 1A,18
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Honeysuckle Rose,honeysuckle rose,,1,seated,List 1B,20
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,I Remember You,i remember you,,1,seated,List 1B,25
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,If I Should Lose You,if i should lose you,,1,seated,List 5A,36
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,It Could Happen to You,it could happen to you,,1,seated,List 1A,25
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Moon River,moon river,,1,seated,List 5C,47
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,My Favorite Things,my favorite things,,1,seated,List 1A,36
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,On a Slow Boat to China,on a slow boat to china,,1,declined,,
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Out of Nowhere,out of nowhere,,1,seated,List 1A,44
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Softly as in a Morning Sunrise,softly as in a morning sunrise,,1,seated,List 1A,49
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Speak Low,speak low,,1,seated,List 1B,45
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,The Very Thought of You,very thought of you,,1,seated,List 5A,74
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Watch What Happens,watch what happens,,1,seated,List 5B,66
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,The Way You Look Tonight,way you look tonight,,1,seated,List 5A,73
B07,Hal Leonard,Easy Jazz Play-Along,vol 2,Yesterdays,yesterdays,,1,seated,List 1A,66
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Afternoon in Paris,afternoon in paris,,1,seated,List 2,3
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Doxy,doxy,,2,seated,List 1A,16
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,500 Miles High,500 miles high,,1,seated,List 3,2
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Girl Talk,girl talk,,1,seated,List 5C,26
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Holy Land,holy land,,1,seated,List 3,79
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Impressions,impressions,,2,seated,List 1A,22
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,In Walked Bud,in walked bud,,1,seated,List 2,34
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,The Jive Samba,jive samba,,2,outside,,
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Lady Bird,lady bird,,1,seated,List 2,40
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,"Mercy, Mercy, Mercy",mercy mercy mercy,,2,seated,List 1A,32
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,My Little Suede Shoes,my little suede shoes,,2,seated,List 2,46
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Recorda-Me,recorda me,,2,seated,List 1A,45
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,St. Thomas,st thomas,,2,seated,List 1A,53
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Sidewinder,sidewinder,,1,seated,List 2,64
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Solar,solar,,2,seated,List 1A,50
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Stolen Moments,stolen moments,,1,seated,List 1B,47
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Sunny,sunny,,1,declined,,
B08,Hal Leonard,Easy Jazz Play-Along,vol 3,Think On Me,think on me,,1,declined,,
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",All Blues,all blues,,1,seated,List 1A,69
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Birk's Works,birk's works,,1,seated,List 2,109
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Bloomdido,bloomdido,,1,seated,List 3,92
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Blue Seven,blue seven,,2,seated,List 2,98
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Blue Train (Blue Trane),blue train,,2,seated,List 1A,84
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Blues in the Closet,blues in the closet,,2,seated,List 3,93
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Cousin Mary,cousin mary,,2,seated,List 2,102
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Every Day I Have the Blues,every day i have the blues,,1,declined,,
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Freddie Freeloader,freddie freeloader,,1,seated,List 1A,75
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Nostalgia in Times Square,nostalgia in times square,,1,seated,List 3,53
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Now See How You Are,now see how you are,,1,outside,,
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Now's the Time,now's the time,,2,seated,List 1A,76
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",The Sermon,sermon,,1,outside,,
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Sonnymoon for Two,sonnymoon for two,,2,seated,List 1A,78
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Tenor Madness,tenor madness,,2,seated,List 1A,80
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Things Ain't What They Used to Be,things ain't what they used to be,,2,seated,List 1A,82
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues",Turnaround,turnaround,,1,outside,,
B09,Hal Leonard,Easy Jazz Play-Along,"vol 4, Basic Blues","Two Degrees East, Three Degrees West",two degrees east three degrees west,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Baia (Bahía),baia,,1,declined,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Begin the Beguine,begin the beguine,,1,seated,List 5C,5
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Black Orpheus,manha de carnaval,Y,2,seated,List 1A,31
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Flamingo,flamingo,,1,seated,List 2,22
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Gentle Rain,gentle rain,,1,seated,List 3,78
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",The Gift! (Recado Bossa Nova),gift,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",How Insensitive (Insensatez),how insensitive,,1,seated,List 1B,22
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Once I Loved (Amor Em Paz),once i loved,,2,seated,List 5A,55
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Oye Como Va,oye como va,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Petite Fleur,petite fleur,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Samba de Orfeu,samba de orfeu,,1,seated,List 2,61
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Slow Hot Wind (Lujon),slow hot wind,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Só Danço Samba (Jazz 'n' Samba),so danco samba,,2,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",So Nice (Summer Samba),so nice,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Song for My Father,song for my father,,2,seated,List 1A,52
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Sway (Quién Será),sway,,1,outside,,
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Tico Tico (Tico Tico no Fubá),tico tico,,1,seated,List 2,77
B10,Hal Leonard,Easy Jazz Play-Along,"vol 5, Easy Latin Classics",Whatever Lola Wants,whatever lola wants,,1,outside,,
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Autumn Leaves,autumn leaves,,2,seated,List 1A,5
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Cantaloupe Island,cantaloupe island,,1,seated,List 1A,9
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Doxy,doxy,,3,seated,List 1A,16
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Footprints,footprints,,2,seated,List 1A,86
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Impressions,impressions,,3,seated,List 1A,22
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Maiden Voyage,maiden voyage,,1,seated,List 1A,30
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Satin Doll,satin doll,,2,seated,List 1A,47
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Solar Flair,solar flair,,1,outside,,
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Song for My Father,song for my father,,3,seated,List 1A,52
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Summertime,summertime,,1,seated,List 1A,55
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Watermelon Man,watermelon man,,1,seated,List 1A,61
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Tootsie (Blues in F),tootsie,,1,outside,,
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",Shuffle Time (Bb Shuffle Blues),shuffle time,,1,outside,,
B11,Aebersold,Jazz Play-A-Long,"vol 54, Maiden Voyage",III-VI7-II-V7 (workout),iii vi7 ii v7,,1,outside,,
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Afternoon in Paris,afternoon in paris,,2,seated,List 2,3
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Blue Moon,blue moon,,1,seated,List 5A,4
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",The Girl from Ipanema,girl from ipanema,,2,seated,List 1A,57
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Killer Joe,killer joe,,3,seated,List 1B,29
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Lady Bird,lady bird,,2,seated,List 2,40
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Misty,misty,,1,seated,List 1A,34
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Mr. P.C.,mr p c,,3,seated,List 1A,87
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Sugar,sugar,,2,seated,List 2,71
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Sweet Georgia Brown,sweet georgia brown,,1,seated,List 4,59
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",You Stepped Out of a Dream,you stepped out of a dream,,1,seated,List 1A,68
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Birthplace Blues,birthplace blues,,1,outside,,
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Elvinish,elvinish,,1,outside,,
B12,Aebersold,Jazz Play-A-Long,"vol 70, Killer Joe",Stop-Time Blues,stop time blues,,1,outside,,
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Ain't Misbehavin',ain't misbehavin',,1,seated,List 4,16
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Blue Train,blue train,,3,seated,List 1A,84
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Impressions,impressions,,4,seated,List 1A,22
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",The Jive Samba,jive samba,,3,outside,,
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Killer Joe,killer joe,,4,seated,List 1B,29
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Little Sunflower,little sunflower,,4,seated,List 1A,29
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",My Little Suede Shoes,my little suede shoes,,3,seated,List 2,46
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Perdido,perdido,,2,seated,List 4,56
B13,Alfred,Jazz Easy Play-Along,"vol 1, Easy Standards",Work Song,work song,,2,seated,List 1A,65
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",After You've Gone,after you've gone,,1,seated,List 4,30
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Blues March,blues march,,2,seated,List 2,11
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Lazy Bird,lazy bird,,2,seated,List 2,41
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Lester Leaps In,lester leaps in,,1,seated,List 4,98
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Mr. P.C.,mr p c,,4,seated,List 1A,87
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Road Song,road song,,2,outside,,
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Scrapple from the Apple,scrapple from the apple,,2,seated,List 1B,43
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",St. James Infirmary,st james infirmary,,2,seated,List 4,10
B14,Alfred,Jazz Easy Play-Along,"vol 2, Easy Standards",Summertime,summertime,,2,seated,List 1A,55
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Gentle Rain,gentle rain,,2,seated,List 3,78
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Listen Here,listen here,,2,outside,,
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Manhã de Carnaval,manha de carnaval,,3,seated,List 1A,31
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Night and Day,night and day,,1,seated,List 1A,40
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Poinciana,poinciana,,2,seated,List 2,58
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Recorda Me,recorda me,,3,seated,List 1A,45
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",The Shadow of Your Smile,shadow of your smile,,1,seated,List 1B,50
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards","Softly, as in a Morning Sunrise",softly as in a morning sunrise,,2,seated,List 1A,49
B15,Alfred,Jazz Easy Play-Along,"vol 3, Easy Latin Standards",Star Eyes,star eyes,,1,seated,List 1B,46
B16,Alfred / Hill,Approaching the Standards,vol 1,Billie's Bounce,billie's bounce,,1,seated,List 1A,72
B16,Alfred / Hill,Approaching the Standards,vol 1,On the Trail,on the trail,,1,declined,,
B16,Alfred / Hill,Approaching the Standards,vol 1,Cantaloupe Island,cantaloupe island,,2,seated,List 1A,9
B16,Alfred / Hill,Approaching the Standards,vol 1,The Preacher,preacher,,1,seated,List 2,75
B16,Alfred / Hill,Approaching the Standards,vol 1,Summertime,summertime,,3,seated,List 1A,55
B16,Alfred / Hill,Approaching the Standards,vol 1,Satin Doll,satin doll,,3,seated,List 1A,47
B16,Alfred / Hill,Approaching the Standards,vol 1,C Jam Blues,c jam blues,,2,seated,List 4,90
B16,Alfred / Hill,Approaching the Standards,vol 1,I Got Rhythm,i got rhythm,,1,seated,List 1A,90
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,A-Tisket A-Tasket,tisket a tasket,,1,declined,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,Ballin' the Jack,ballin' the jack,,1,declined,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,Boppin' Around,boppin' around,,1,outside,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,Ja-Da,ja da,,1,declined,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,Jingle Bells,jingle bells,,1,declined,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,London Bridge,london bridge,,1,outside,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,Riffin' Around,riffin' around,,1,outside,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,Salsa Caliente,salsa caliente,,1,outside,,
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,St. Louis Blues,st louis blues,,2,seated,List 4,46
B17,Hal Leonard,Essential Elements for Jazz Ensemble,Book 1,When the Saints Go Marching In,when the saints go marching in,,2,seated,List 4,14
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,All of Me,all of me,,2,seated,List 1A,2
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Ballad for a Blue Horn,ballad for a blue horn,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Basin Street Blues,basin street blues,,1,seated,List 4,2
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Blues for a New Day,blues for a new day,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Bubbert Goes Retro,bubbert goes retro,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Bubbert's Groove,bubbert's groove,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Ja-Da,ja da,,2,declined,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Mister Cool,mister cool,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,On Broadway,on broadway,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Perfidia,perfidia,,1,declined,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Satin Doll,satin doll,,4,seated,List 1A,47
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,So What,so what,,1,seated,List 1A,48
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Song for San Miguel,song for san miguel,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,Sunday Afternoon,sunday afternoon,,1,outside,,
B18,Hal Leonard,Essential Elements for Jazz Ensemble,Book 2,"Take the ""A"" Train",take the a train,,1,seated,List 1A,56
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",Blues in the Night,blues in the night,,1,seated,List 5B,10
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",Dill Pickles Rag,dill pickles rag,,1,outside,,
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",Duke's Place,c jam blues,Y,3,seated,List 4,90
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",Falling in Love with Love,falling in love with love,,1,seated,List 5A,18
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",It Ain't Necessarily So,it ain't necessarily so,,1,seated,List 5C,39
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",My Little Suede Shoes,my little suede shoes,,4,seated,List 2,46
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",Satin Doll,satin doll,,5,seated,List 1A,47
B19,Alfred / Aaronson,Jazz Standards for Students,"Book 1, late elementary",St. James Infirmary,st james infirmary,,3,seated,List 4,10
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",Blues in the Night,blues in the night,,2,seated,List 5B,10
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",Caravan,caravan,,1,seated,List 1A,10
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",Duke's Place,c jam blues,Y,4,seated,List 4,90
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",Falling in Love with Love,falling in love with love,,2,seated,List 5A,18
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",Satin Doll,satin doll,,6,seated,List 1A,47
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",St. Louis Blues,st louis blues,,3,seated,List 4,46
B20,Alfred / Aaronson,Jazz Standards for Students,"Book 2, early intermediate",A Summer Breeze (March and Two-Step),summer breeze,,1,outside,,
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Ain't Misbehavin',ain't misbehavin',,2,seated,List 4,16
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Blue Rondo à la Turk,blue rondo a la turk,,1,outside,,
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Blues in the Night,blues in the night,,3,seated,List 5B,10
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Duke's Place,c jam blues,Y,5,seated,List 4,90
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Fly Me to the Moon,fly me to the moon,,2,seated,List 5A,19
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Medic Rag (Ragtime Two-Step),medic rag,,1,outside,,
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",My Funny Valentine,my funny valentine,,1,seated,List 1A,37
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Poinciana,poinciana,,3,seated,List 2,58
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Satin Doll,satin doll,,7,seated,List 1A,47
B21,Alfred / Aaronson,Jazz Standards for Students,"Book 3, intermediate",Take Five,take five,,2,seated,List 1B,48
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,The Chicken,chicken,,1,outside,,
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,Gospel,gospel,,1,outside,,
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,Gospel Blues,gospel blues,,1,outside,,
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,Milestones,milestones,,2,seated,List 1A,33
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,Poco Loco,poco loco,,1,outside,,
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,Summertime,summertime,,4,seated,List 1A,55
B22,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1,Watermelon Man,watermelon man,,2,seated,List 1A,61
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,Afro Blue,afro blue,,2,seated,List 1A,1
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,"Dance, Big'un, Dance",dance big'un dance,,1,outside,,
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,Done Deal,done deal,,1,outside,,
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,El Ritmo de Vida,el ritmo de vida,,1,outside,,
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,Embraceable You,embraceable you,,1,seated,List 1B,15
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,Front Burner,front burner,,1,outside,,
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,Moanin',moanin',,1,seated,List 1B,36
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,"Sing, Sing, Sing",sing sing sing,,1,declined,,
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,"Take the ""A"" Train",take the a train,,2,seated,List 1A,56
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,The Creeper,creeper,,1,outside,,
B23,GIA / Miles,Teaching Music through Performance in Jazz,Grade 1.5,Work Song,work song,,3,seated,List 1A,65
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,A Child Is Born,child is born,,2,seated,List 2,1
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,A Night in Tunisia,night in tunisia,,1,seated,List 1A,41
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,Aftershock,aftershock,,1,outside,,
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,Água de Beber,agua de beber,,2,outside,,
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,April in Paris,april in paris,,1,seated,List 5A,2
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,Blue Bossa,blue bossa,,1,seated,List 1A,6
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,Blue Monk,blue monk,,1,seated,List 1A,74
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,Blues in Hoss Flat,blues in hoss flat,,1,outside,,
B24,GIA / Miles,Teaching Music through Performance in Jazz,Grade 2,Bottom Line Blues,bottom line blues,,1,outside,,
