institution	section	status	title_as_printed	normalized	marker
Alabama	UG sem 1-8	listed	After You've Gone	after youve gone	
Alabama	UG sem 1-8	listed	Ain't Misbehavin'	aint misbehavin	
Alabama	UG sem 1-8	listed	All Blues	all blues	
Alabama	UG sem 1-8	listed	All of Me	all of me	
Alabama	UG sem 1-8	listed	All of You	all of you	
Alabama	UG sem 1-8	listed	All the Things You Are	all the things you are	
Alabama	UG sem 1-8	listed	Alone Together	alone together	
Alabama	UG sem 1-8	listed	Almost Like Being in Love	almost like being in love	
Alabama	UG sem 1-8	listed	Autumn in New York	autumn in new york	
Alabama	UG sem 1-8	listed	Autumn Leaves	autumn leaves	
Alabama	UG sem 1-8	listed	Beautiful Love	beautiful love	
Alabama	UG sem 1-8	listed	Bewitched	bewitched	
Alabama	UG sem 1-8	listed	Black Orpheus	black orpheus	
Alabama	UG sem 1-8	listed	Blue Bossa	blue bossa	
Alabama	UG sem 1-8	listed	Body and Soul	body and soul	
Alabama	UG sem 1-8	listed	But Beautiful	but beautiful	
Alabama	UG sem 1-8	listed	But Not For Me	but not for me	
Alabama	UG sem 1-8	listed	Bye Bye Blackbird	bye bye blackbird	
Alabama	UG sem 1-8	listed	Caravan	caravan	
Alabama	UG sem 1-8	listed	Cherokee	cherokee	
Alabama	UG sem 1-8	listed	Come Rain or Come Shine	come rain or come shine	
Alabama	UG sem 1-8	listed	Come Fly with Me	come fly with me	
Alabama	UG sem 1-8	listed	Corcovado	corcovado	
Alabama	UG sem 1-8	listed	Darn that Dream	darn that dream	
Alabama	UG sem 1-8	listed	Days of Wine and Roses	days of wine and roses	
Alabama	UG sem 1-8	listed	Day In, Day Out	day in day out	
Alabama	UG sem 1-8	listed	Deed I Do	deed i do	
Alabama	UG sem 1-8	listed	Doxy	doxy	
Alabama	UG sem 1-8	listed	Easy Living	easy living	
Alabama	UG sem 1-8	listed	Embraceable You	embraceable you	
Alabama	UG sem 1-8	listed	Fine and Dandy	fine and dandy	
Alabama	UG sem 1-8	listed	Fine Romance	fine romance	
Alabama	UG sem 1-8	listed	Foggy Day	foggy day	
Alabama	UG sem 1-8	listed	Four	four	
Alabama	UG sem 1-8	listed	Gentle Rain	gentle rain	
Alabama	UG sem 1-8	listed	Georgia	georgia	
Alabama	UG sem 1-8	listed	Girl from Ipanema	girl from ipanema	
Alabama	UG sem 1-8	listed	Have You Met Miss Jones	have you met miss jones	
Alabama	UG sem 1-8	listed	Here's That Rainy Day	heres that rainy day	
Alabama	UG sem 1-8	listed	Honeysuckle Rose	honeysuckle rose	
Alabama	UG sem 1-8	listed	How Deep is the Ocean	how deep is the ocean	
Alabama	UG sem 1-8	listed	How High the Moon	how high the moon	
Alabama	UG sem 1-8	listed	I Can't Get Started	i cant get started	
Alabama	UG sem 1-8	listed	I Cover the Waterfront	i cover the waterfront	
Alabama	UG sem 1-8	listed	I Got Rhythm	i got rhythm	
Alabama	UG sem 1-8	listed	I'll Remember April	ill remember april	
Alabama	UG sem 1-8	listed	I Love You	i love you	
Alabama	UG sem 1-8	listed	In a Mellow Tone	in a mellow tone	
Alabama	UG sem 1-8	listed	In a Sentimental Mood	in a sentimental mood	
Alabama	UG sem 1-8	listed	I Should Care	i should care	
Alabama	UG sem 1-8	listed	Just Friends	just friends	
Alabama	UG sem 1-8	listed	Ladybird	ladybird	
Alabama	UG sem 1-8	listed	Laura	laura	
Alabama	UG sem 1-8	listed	Like Someone in Love	like someone in love	
Alabama	UG sem 1-8	listed	Little Sunflower	little sunflower	
Alabama	UG sem 1-8	listed	Love for Sale	love for sale	
Alabama	UG sem 1-8	listed	Lover Man	lover man	
Alabama	UG sem 1-8	listed	Lullaby of Birdland	lullaby of birdland	
Alabama	UG sem 1-8	listed	The Man I Love	man i love	
Alabama	UG sem 1-8	listed	Misty	misty	
Alabama	UG sem 1-8	listed	Moanin'	moanin	
Alabama	UG sem 1-8	listed	My Foolish Heart	my foolish heart	
Alabama	UG sem 1-8	listed	My Funny Valentine	my funny valentine	
Alabama	UG sem 1-8	listed	My One and Only Love	my one and only love	
Alabama	UG sem 1-8	listed	My Romance	my romance	
Alabama	UG sem 1-8	listed	The Nearness of You	nearness of you	
Alabama	UG sem 1-8	listed	Night in Tunisia	night in tunisia	
Alabama	UG sem 1-8	listed	Night and Day	night and day	
Alabama	UG sem 1-8	listed	On A Clear Day	on a clear day	
Alabama	UG sem 1-8	listed	On Green Dolphin Street	on green dolphin street	
Alabama	UG sem 1-8	listed	Out of Nowhere	out of nowhere	
Alabama	UG sem 1-8	listed	Our Love is Here to Stay	our love is here to stay	
Alabama	UG sem 1-8	listed	'Round Midnight	round midnight	
Alabama	UG sem 1-8	listed	Satin Doll	satin doll	
Alabama	UG sem 1-8	listed	Secret Love	secret love	
Alabama	UG sem 1-8	listed	The Shadow of Your Smile	shadow of your smile	
Alabama	UG sem 1-8	listed	Skylark	skylark	
Alabama	UG sem 1-8	listed	Softly, as in a Morning Sunrise	softly as in a morning sunrise	
Alabama	UG sem 1-8	listed	Solar	solar	
Alabama	UG sem 1-8	listed	Solitude	solitude	
Alabama	UG sem 1-8	listed	So What	so what	
Alabama	UG sem 1-8	listed	Sophisticated Lady	sophisticated lady	
Alabama	UG sem 1-8	listed	Star Dust	stardust	
Alabama	UG sem 1-8	listed	Stella by Starlight	stella by starlight	
Alabama	UG sem 1-8	listed	Straight, No Chaser	straight no chaser	
Alabama	UG sem 1-8	listed	Stompin' at the Savoy	stompin at the savoy	
Alabama	UG sem 1-8	listed	Summertime	summertime	
Alabama	UG sem 1-8	listed	Sweet Georgia Brown	sweet georgia brown	
Alabama	UG sem 1-8	listed	Take the A Train	take the a train	
Alabama	UG sem 1-8	listed	Tenderly	tenderly	
Alabama	UG sem 1-8	listed	There Is No Greater Love	there is no greater love	
Alabama	UG sem 1-8	listed	There Will Never Be Another You	there will never be another you	
Alabama	UG sem 1-8	listed	Wave	wave	
Alabama	UG sem 1-8	listed	Way You Look Tonight	way you look tonight	
Alabama	UG sem 1-8	listed	What Is This Thing Called Love	what is this thing called love	
Alabama	UG sem 1-8	listed	What's New?	whats new	
Alabama	UG sem 1-8	listed	When I Fall In Love	when i fall in love	
Alabama	UG sem 1-8	listed	Yesterdays	yesterdays	
Alabama	UG sem 1-8	listed	You'd Be So Nice to Come Home To	youd be so nice to come home to	
Alabama	UG sem 1-8	listed	You Don't Know What Love Is	you dont know what love is	
Cal State Long Beach	levels 1-4	listed	After You've Gone	after youve gone	
Cal State Long Beach	levels 1-4	listed	Afternoon in Paris	afternoon in paris	
Cal State Long Beach	levels 1-4	listed	All Blues	all blues	
Cal State Long Beach	levels 1-4	listed	A Time For Love	time for love	
Cal State Long Beach	levels 1-4	listed	Au Privave	au privave	
Cal State Long Beach	levels 1-4	listed	Autumn Leaves	autumn leaves	
Cal State Long Beach	levels 1-4	listed	Blue Bossa	blue bossa	
Cal State Long Beach	levels 1-4	listed	But Beautiful	but beautiful	
Cal State Long Beach	levels 1-4	listed	Days Of Wine And Roses	days of wine and roses	
Cal State Long Beach	levels 1-4	listed	Don't Get Around Much Anymore	dont get around much anymore	
Cal State Long Beach	levels 1-4	listed	Doxy	doxy	
Cal State Long Beach	levels 1-4	listed	Freddie The Freeloader	freddie the freeloader	
Cal State Long Beach	levels 1-4	listed	Georgia	georgia	
Cal State Long Beach	levels 1-4	listed	Honeysuckle Rose	honeysuckle rose	
Cal State Long Beach	levels 1-4	listed	Impressions	impressions	
Cal State Long Beach	levels 1-4	listed	It Don't Mean A Thing	it dont mean a thing	
Cal State Long Beach	levels 1-4	listed	Killer Joe	killer joe	
Cal State Long Beach	levels 1-4	listed	Lady Be Good	lady be good	
Cal State Long Beach	levels 1-4	listed	Lester Leaps In	lester leaps in	
Cal State Long Beach	levels 1-4	listed	Little Sunflower	little sunflower	
Cal State Long Beach	levels 1-4	listed	Maiden Voyage	maiden voyage	
Cal State Long Beach	levels 1-4	listed	Meditation	meditation	
Cal State Long Beach	levels 1-4	listed	Mr. P.C.	mr p c	
Cal State Long Beach	levels 1-4	listed	My Funny Valentine	my funny valentine	
Cal State Long Beach	levels 1-4	listed	Billie's Bounce	billies bounce	
Cal State Long Beach	levels 1-4	listed	Out Of Nowhere	out of nowhere	
Cal State Long Beach	levels 1-4	listed	Perdido	perdido	
Cal State Long Beach	levels 1-4	listed	So What	so what	
Cal State Long Beach	levels 1-4	listed	Song For My Father	song for my father	
Cal State Long Beach	levels 1-4	listed	St. Thomas	st thomas	
Cal State Long Beach	levels 1-4	listed	Stolen Moments	stolen moments	
Cal State Long Beach	levels 1-4	listed	Take The A Train	take the a train	
Cal State Long Beach	levels 1-4	listed	Tune Up	tune up	
Cal State Long Beach	levels 1-4	listed	A Foggy Day	foggy day	
Cal State Long Beach	levels 1-4	listed	A Night In Tunisia	night in tunisia	
Cal State Long Beach	levels 1-4	listed	Afro Blue	afro blue	
Cal State Long Beach	levels 1-4	listed	All The Things You Are	all the things you are	
Cal State Long Beach	levels 1-4	listed	Angel Eyes	angel eyes	
Cal State Long Beach	levels 1-4	listed	Blues For Alice	blues for alice	
Cal State Long Beach	levels 1-4	listed	Bluesette	bluesette	
Cal State Long Beach	levels 1-4	listed	Beautiful Love	beautiful love	
Cal State Long Beach	levels 1-4	listed	But Not For Me	but not for me	
Cal State Long Beach	levels 1-4	listed	Cottontail	cottontail	
Cal State Long Beach	levels 1-4	listed	Easy Living	easy living	
Cal State Long Beach	levels 1-4	listed	Everything Happens To Me	everything happens to me	
Cal State Long Beach	levels 1-4	listed	Exactly Like You	exactly like you	
Cal State Long Beach	levels 1-4	listed	Footprints	footprints	
Cal State Long Beach	levels 1-4	listed	Four	four	
Cal State Long Beach	levels 1-4	listed	Groovin' High	groovin high	
Cal State Long Beach	levels 1-4	listed	Have You Met Miss Jones	have you met miss jones	
Cal State Long Beach	levels 1-4	listed	Here's That Rainy Day	heres that rainy day	
Cal State Long Beach	levels 1-4	listed	How Insensitive	how insensitive	
Cal State Long Beach	levels 1-4	listed	I Hear A Rhapsody	i hear a rhapsody	
Cal State Long Beach	levels 1-4	listed	I Love You	i love you	
Cal State Long Beach	levels 1-4	listed	I Should Care	i should care	
Cal State Long Beach	levels 1-4	listed	In A Mellow Tone	in a mellow tone	
Cal State Long Beach	levels 1-4	listed	In A Sentimental Mood	in a sentimental mood	
Cal State Long Beach	levels 1-4	listed	In Walked Bud	in walked bud	
Cal State Long Beach	levels 1-4	listed	Jordu	jordu	
Cal State Long Beach	levels 1-4	listed	Joy Spring	joy spring	
Cal State Long Beach	levels 1-4	listed	Just Friends	just friends	
Cal State Long Beach	levels 1-4	listed	Ladybird	ladybird	
Cal State Long Beach	levels 1-4	listed	Milestones	milestones	
Cal State Long Beach	levels 1-4	listed	Minority	minority	
Cal State Long Beach	levels 1-4	listed	Night And Day	night and day	
Cal State Long Beach	levels 1-4	listed	On Green Dolphin Street	on green dolphin street	
Cal State Long Beach	levels 1-4	listed	Our Love Is Here To Stay	our love is here to stay	
Cal State Long Beach	levels 1-4	listed	Prelude To A Kiss	prelude to a kiss	
Cal State Long Beach	levels 1-4	listed	Recordame	recordame	
Cal State Long Beach	levels 1-4	listed	Scrapple From The Apple	scrapple from the apple	
Cal State Long Beach	levels 1-4	listed	Shadow Of Your Smile	shadow of your smile	
Cal State Long Beach	levels 1-4	listed	Softly, As In A Morning Sunrise	softly as in a morning sunrise	
Cal State Long Beach	levels 1-4	listed	Solar	solar	
Cal State Long Beach	levels 1-4	listed	Someday My Prince Will Come	someday my prince will come	
Cal State Long Beach	levels 1-4	listed	Speak Low	speak low	
Cal State Long Beach	levels 1-4	listed	Star Eyes	star eyes	
Cal State Long Beach	levels 1-4	listed	Tenderly	tenderly	
Cal State Long Beach	levels 1-4	listed	There Is No Greater Love	there is no greater love	
Cal State Long Beach	levels 1-4	listed	There Will Never Be Another You	there will never be another you	
Cal State Long Beach	levels 1-4	listed	Yardbird Suite	yardbird suite	
Cal State Long Beach	levels 1-4	listed	Alone Together	alone together	
Cal State Long Beach	levels 1-4	listed	Anthropology	anthropology	
Cal State Long Beach	levels 1-4	listed	Blue In Green	blue in green	
Cal State Long Beach	levels 1-4	listed	Body And Soul	body and soul	
Cal State Long Beach	levels 1-4	listed	Ceora	ceora	
Cal State Long Beach	levels 1-4	listed	Chelsea Bridge	chelsea bridge	
Cal State Long Beach	levels 1-4	listed	Come Rain Or Come Shine	come rain or come shine	
Cal State Long Beach	levels 1-4	listed	Confirmation	confirmation	
Cal State Long Beach	levels 1-4	listed	Corcovado	corcovado	
Cal State Long Beach	levels 1-4	listed	Daahoud	daahoud	
Cal State Long Beach	levels 1-4	listed	Desifinado	desafinado	
Cal State Long Beach	levels 1-4	listed	Donna Lee	donna lee	
Cal State Long Beach	levels 1-4	listed	Embraceable You	embraceable you	
Cal State Long Beach	levels 1-4	listed	Estate	estate	
Cal State Long Beach	levels 1-4	listed	Fee Fi Fo Fum	fee fi fo fum	
Cal State Long Beach	levels 1-4	listed	I Can't Get Started	i cant get started	
Cal State Long Beach	levels 1-4	listed	I'm Old Fashioned	im old fashioned	
Cal State Long Beach	levels 1-4	listed	It Could Happen To You	it could happen to you	
Cal State Long Beach	levels 1-4	listed	Lazy Bird	lazy bird	
Cal State Long Beach	levels 1-4	listed	Like Someone In Love	like someone in love	
Cal State Long Beach	levels 1-4	listed	My Favorite Tings	my favorite things	
Cal State Long Beach	levels 1-4	listed	My One And Only Love	my one and only love	
Cal State Long Beach	levels 1-4	listed	My Romance	my romance	
Cal State Long Beach	levels 1-4	listed	My Secret Love	secret love	
Cal State Long Beach	levels 1-4	listed	Nica's Dream	nicas dream	
Cal State Long Beach	levels 1-4	listed	Nardis	nardis	
Cal State Long Beach	levels 1-4	listed	Nefertiti	nefertiti	
Cal State Long Beach	levels 1-4	listed	Chega De Saudade	chega de saudade	
Cal State Long Beach	levels 1-4	listed	That Old Devil Moon	old devil moon	
Cal State Long Beach	levels 1-4	listed	Once I Loved	once i loved	
Cal State Long Beach	levels 1-4	listed	Orinthology	ornithology	
Cal State Long Beach	levels 1-4	listed	Seven Steps To Heaven	seven steps to heaven	
Cal State Long Beach	levels 1-4	listed	Skylark	skylark	
Cal State Long Beach	levels 1-4	listed	Speak No Evil	speak no evil	
Cal State Long Beach	levels 1-4	listed	Stardust	stardust	
Cal State Long Beach	levels 1-4	listed	Stella By Starlight	stella by starlight	
Cal State Long Beach	levels 1-4	listed	Girl From Ipanema	girl from ipanema	
Cal State Long Beach	levels 1-4	listed	The Song Is You	song is you	
Cal State Long Beach	levels 1-4	listed	Triste	triste	
Cal State Long Beach	levels 1-4	listed	Tune Up (faster)	tune up	
Cal State Long Beach	levels 1-4	listed	Wave	wave	
Cal State Long Beach	levels 1-4	listed	Well You Needn't	well you neednt	
Cal State Long Beach	levels 1-4	listed	West Coast Blues	west coast blues	
Cal State Long Beach	levels 1-4	listed	What Is This Thing Called Love	what is this thing called love	
Cal State Long Beach	levels 1-4	listed	Yesterdays	yesterdays	
Cal State Long Beach	levels 1-4	listed	Airegin	airegin	
Cal State Long Beach	levels 1-4	listed	Along Came Betty	along came betty	
Cal State Long Beach	levels 1-4	listed	Beyond All Limits	beyond all limits	
Cal State Long Beach	levels 1-4	listed	Blood Count	blood count	
Cal State Long Beach	levels 1-4	listed	Bolivia	bolivia	
Cal State Long Beach	levels 1-4	listed	Cherokee	cherokee	
Cal State Long Beach	levels 1-4	listed	Clockwise	clockwise	
Cal State Long Beach	levels 1-4	listed	Countdown	countdown	
Cal State Long Beach	levels 1-4	listed	Darn That Dream	darn that dream	
Cal State Long Beach	levels 1-4	listed	Dolphin Dance	dolphin dance	
Cal State Long Beach	levels 1-4	listed	Ecaroh	ecaroh	
Cal State Long Beach	levels 1-4	listed	E.S.P.	e s p	
Cal State Long Beach	levels 1-4	listed	Giant Steps	giant steps	
Cal State Long Beach	levels 1-4	listed	Hot House	hot house	
Cal State Long Beach	levels 1-4	listed	Indiana	indiana	
Cal State Long Beach	levels 1-4	listed	I'll Remember April	ill remember april	
Cal State Long Beach	levels 1-4	listed	Infant Eyes	infant eyes	
Cal State Long Beach	levels 1-4	listed	Inner Urge	inner urge	
Cal State Long Beach	levels 1-4	listed	Invitation	invitation	
Cal State Long Beach	levels 1-4	listed	It's You Or No One	its you or no one	
Cal State Long Beach	levels 1-4	listed	Joshua	joshua	
Cal State Long Beach	levels 1-4	listed	Just One Of Those Things	just one of those things	
Cal State Long Beach	levels 1-4	listed	Lament For Booker	lament for booker	
Cal State Long Beach	levels 1-4	listed	Love For Sale	love for sale	
Cal State Long Beach	levels 1-4	listed	Lover	lover	
Cal State Long Beach	levels 1-4	listed	Lover Come Back To Me	lover come back to me	
Cal State Long Beach	levels 1-4	listed	Lush Life	lush life	
Cal State Long Beach	levels 1-4	listed	Moment's Notice	moments notice	
Cal State Long Beach	levels 1-4	listed	Moontrane	moontrane	
Cal State Long Beach	levels 1-4	listed	My Secret Love	secret love	
Cal State Long Beach	levels 1-4	listed	My Shining Hour	my shining hour	
Cal State Long Beach	levels 1-4	listed	Naima	naima	
Cal State Long Beach	levels 1-4	listed	Oleo	oleo	
Cal State Long Beach	levels 1-4	listed	Pannonica	pannonica	
Cal State Long Beach	levels 1-4	listed	Quicksilver	quicksilver	
Cal State Long Beach	levels 1-4	listed	Room 608	room 608	
Cal State Long Beach	levels 1-4	listed	Round Midnight	round midnight	
Cal State Long Beach	levels 1-4	listed	Sail Away	sail away	
Cal State Long Beach	levels 1-4	listed	Sophisticated Lady	sophisticated lady	
Cal State Long Beach	levels 1-4	listed	Spring Is Here	spring is here	
Cal State Long Beach	levels 1-4	listed	Stablemates	stablemates	
Cal State Long Beach	levels 1-4	listed	The Way You Look Tonight	way you look tonight	
Cal State Long Beach	levels 1-4	listed	Very Early	very early	
Cal State Long Beach	levels 1-4	listed	Yes And No	yes and no	
Cal State Long Beach	levels 1-4	listed	You Stepped Out A Dream	you stepped out a dream	
Colorado Boulder	entrance UG+GR	exemplar	Blues for Alice	blues for alice	
Colorado Boulder	entrance UG+GR	exemplar	Au Privave	au privave	
Colorado Boulder	entrance UG+GR	exemplar	Blues Walk	blues walk	
Colorado Boulder	entrance UG+GR	exemplar	Now's The Time	nows the time	
Colorado Boulder	entrance UG+GR	exemplar	Green Dolphin Street	on green dolphin street	
Colorado Boulder	entrance UG+GR	exemplar	All the Things You Are	all the things you are	
Colorado Boulder	entrance UG+GR	exemplar	Have You Met Miss Jones	have you met miss jones	
Colorado Boulder	entrance UG+GR	exemplar	Lady Bird	ladybird	
Colorado Boulder	entrance UG+GR	exemplar	Autumn Leaves	autumn leaves	
Colorado Boulder	entrance UG+GR	exemplar	My Romance	my romance	
Colorado Boulder	entrance UG+GR	exemplar	Stella by Starlight	stella by starlight	
Colorado Boulder	entrance UG+GR	exemplar	Days of Wine and Roses	days of wine and roses	
Colorado Boulder	entrance UG+GR	exemplar	Donna Lee	donna lee	
Colorado Boulder	entrance UG+GR	exemplar	Confirmation	confirmation	
Colorado Boulder	entrance UG+GR	exemplar	Ornithology	ornithology	
Colorado Boulder	entrance UG+GR	exemplar	Oleo	oleo	
Colorado Boulder	entrance UG+GR	exemplar	Black Orpheus	black orpheus	
Colorado Boulder	entrance UG+GR	exemplar	Blue Bossa	blue bossa	
Colorado Boulder	entrance UG+GR	exemplar	Girl From Impanema	girl from ipanema	
Colorado Boulder	entrance UG+GR	exemplar	Triste	triste	
Colorado Boulder	entrance UG+GR	exemplar	Wave	wave	
Colorado Boulder	entrance UG+GR	exemplar	In a Sentimental Mood	in a sentimental mood	
Colorado Boulder	entrance UG+GR	exemplar	Body and Soul	body and soul	
Colorado Boulder	entrance UG+GR	exemplar	What's New?	whats new	
Colorado Boulder	entrance UG+GR	exemplar	My One and Only Love	my one and only love	
Colorado Boulder	entrance UG+GR	exemplar	Misty	misty	
Colorado Boulder	entrance UG+GR	exemplar	My Foolish Heart	my foolish heart	
Colorado Boulder	entrance UG+GR	exemplar	Someday My Prince Will Come	someday my prince will come	
Colorado Boulder	entrance UG+GR	exemplar	Up Jumped Spring	up jumped spring	
Colorado Boulder	entrance UG+GR	exemplar	All Blues	all blues	
Colorado Boulder	entrance UG+GR	exemplar	Bluesette	bluesette	
Iowa	entrance UG	listed	Blue Bossa	blue bossa	
Iowa	entrance UG	listed	Autumn Leaves	autumn leaves	
Iowa	entrance UG	listed	Doxy	doxy	
Iowa	entrance UG	listed	Summertime	summertime	
Iowa	entrance UG	listed	Ladybird	ladybird	
Iowa	entrance UG	listed	Cantaloupe Island	cantaloupe island	
Iowa	entrance UG	listed	Watermelon Man	watermelon man	
Iowa	entrance UG	listed	So What	so what	
Iowa	entrance UG	listed	Killer Joe	killer joe	
Iowa	entrance UG	listed	The Sidewinder	the sidewinder	
Iowa	entrance UG	listed	Take The A Train	take the a train	
Iowa	entrance UG	listed	Satin Doll	satin doll	
Iowa	entrance UG	listed	St. Thomas	st thomas	
Iowa	entrance UG	listed	Bluesette	bluesette	
Iowa	entrance UG	listed	Song for My Father	song for my father	
Iowa	entrance UG	exemplar	Tenor Madness	tenor madness	
Iowa	entrance UG	exemplar	Now's the Time	nows the time	
Iowa	entrance UG	exemplar	C Jam Blues	c jam blues	
Iowa	entrance UG	exemplar	Blue Monk	blue monk	
Iowa	entrance UG	exemplar	Straight No Chaser	straight no chaser	
Iowa	entrance UG	exemplar	Mr. P.C.	mr p c	
Iowa	entrance GR	listed	Recorda-Me	recordame	
Iowa	entrance GR	listed	All the Things You Are	all the things you are	
Iowa	entrance GR	listed	Ceora	ceora	
Iowa	entrance GR	listed	Girl From Impanima	girl from ipanema	
Iowa	entrance GR	listed	You're My Everything	youre my everything	
Iowa	entrance GR	listed	I Hear a Rhapsody	i hear a rhapsody	
Iowa	entrance GR	listed	Giant Steps	giant steps	
Iowa	entrance GR	listed	Joyspring	joy spring	
Iowa	entrance GR	listed	Cherokee	cherokee	
Iowa	entrance GR	listed	Round Midnight	round midnight	
Iowa	entrance GR	listed	In A Mellow Tone	in a mellow tone	
Iowa	entrance GR	listed	Alone Together	alone together	
Iowa	entrance GR	listed	Well You Needn't	well you neednt	
Iowa	entrance GR	listed	Donna Lee	donna lee	
Iowa	entrance GR	listed	Tricotism	tricotism	
Iowa	entrance GR	listed	Yardbird Suite	yardbird suite	
Iowa	entrance GR	listed	All of Me	all of me	
Iowa	entrance GR	listed	Jeannine	jeannine	
Iowa	entrance GR	listed	Beatrice	beatrice	
Iowa	entrance GR	listed	All of You	all of you	
Iowa	entrance GR	listed	Someday My Prince Will Come	someday my prince will come	
Iowa	entrance GR	listed	Blue Daniel	blue daniel	
Iowa	entrance GR	listed	Night and Day	night and day	
Iowa	entrance GR	listed	Love for Sale	love for sale	
Iowa	entrance GR	listed	Yes or No	yes and no	
Iowa	entrance GR	listed	Infant Eyes	infant eyes	
Iowa	entrance GR	listed	Along Came Betty	along came betty	
Iowa	entrance GR	listed	This I Dig of You	this i dig of you	
Iowa	entrance GR	listed	Bye Bye Blackbird	bye bye blackbird	
Iowa	entrance GR	exemplar	Tenor Madness	tenor madness	
Iowa	entrance GR	exemplar	Birk's Works	birks works	
Iowa	entrance GR	exemplar	Now's the Time	nows the time	
Iowa	entrance GR	exemplar	C Jam Blues	c jam blues	
Iowa	entrance GR	exemplar	Blue Monk	blue monk	
Iowa	entrance GR	form entry	Bb Rhythm Changes	bb rhythm changes	
Western Michigan	UG Freshman	listed	Billie's Bounce	billies bounce	
Western Michigan	UG Freshman	listed	Autumn Leaves	autumn leaves	
Western Michigan	UG Freshman	listed	Now's the Time	nows the time	
Western Michigan	UG Freshman	listed	Bye Bye Blackbird	bye bye blackbird	
Western Michigan	UG Freshman	listed	Take the A Train	take the a train	
Western Michigan	UG Freshman	listed	Summertime	summertime	
Western Michigan	UG Freshman	listed	Satin Doll	satin doll	
Western Michigan	UG Freshman	listed	Laura	laura	
Western Michigan	UG Freshman	listed	So What	so what	
Western Michigan	UG Freshman	listed	Girl from Ipanema	girl from ipanema	
Western Michigan	UG Freshman	listed	Samba de Orfeo	samba de orfeo	
Western Michigan	UG Freshman	listed	Cantaloupe Island	cantaloupe island	
Western Michigan	UG Sophomore	listed	Oleo	oleo	
Western Michigan	UG Sophomore	listed	All the Things You Are	all the things you are	
Western Michigan	UG Sophomore	listed	It Could Happen to You	it could happen to you	
Western Michigan	UG Sophomore	listed	How Deep is the Ocean	how deep is the ocean	
Western Michigan	UG Sophomore	listed	If I Should Lose You	if i should lose you	
Western Michigan	UG Sophomore	listed	Four	four	
Western Michigan	UG Sophomore	listed	Tenderly	tenderly	
Western Michigan	UG Sophomore	listed	Dindi	dindi	
Western Michigan	UG Sophomore	listed	How Insensitive	how insensitive	
Western Michigan	UG Sophomore	listed	Blues for Alice	blues for alice	
Western Michigan	UG Sophomore	listed	Maiden Voyage	maiden voyage	
Western Michigan	UG Sophomore	listed	Prelude to a Kiss	prelude to a kiss	
Western Michigan	UG Junior	listed	Confirmation	confirmation	
Western Michigan	UG Junior	listed	Stella by Starlight	stella by starlight	
Western Michigan	UG Junior	listed	Body and Soul	body and soul	
Western Michigan	UG Junior	listed	Skylark	skylark	
Western Michigan	UG Junior	listed	Evidence	evidence	
Western Michigan	UG Junior	listed	The Way You Look Tonight	way you look tonight	
Western Michigan	UG Junior	listed	Eternal Triangle	eternal triangle	
Western Michigan	UG Junior	listed	Love for Sale	love for sale	
Western Michigan	UG Junior	listed	Desafinado	desafinado	
Western Michigan	UG Junior	listed	Seven Steps to Heaven	seven steps to heaven	
Western Michigan	UG Junior	listed	Yes or No	yes and no	
Western Michigan	UG Junior	listed	Up Jumped Spring	up jumped spring	
Western Michigan	UG Junior	listed	Alone Together	alone together	
Western Michigan	UG Junior	listed	Ornithology	ornithology	
Western Michigan	UG Senior	listed	Countdown	countdown	
Western Michigan	UG Senior	listed	Giant Steps	giant steps	
Western Michigan	UG Senior	listed	Cherokee	cherokee	
Western Michigan	UG Senior	listed	Donna Lee	donna lee	
Western Michigan	UG Senior	listed	Monk's Dream	monks dream	
Western Michigan	UG Senior	listed	Very Early	very early	
Western Michigan	UG Senior	listed	Firm Roots	firm roots	
Western Michigan	UG Senior	listed	Sophisticated Lady	sophisticated lady	
Western Michigan	UG Senior	listed	Milestones (Old)	milestones	
Western Michigan	UG Senior	listed	Along Came Betty	along came betty	
Western Michigan	UG Senior	listed	Estate	estate	
Western Michigan	UG Senior	listed	Inner Urge	inner urge	
Marshall	repertoire list - Standards	listed	I've Got Rhythm	i got rhythm	
Marshall	repertoire list - Standards	listed	Autumn Leaves	autumn leaves	
Marshall	repertoire list - Standards	listed	Summertime	summertime	
Marshall	repertoire list - Standards	listed	There Will Never Be Another You	there will never be another you	
Marshall	repertoire list - Standards	listed	A Day In The Life Of A Fool	black orpheus	
Marshall	repertoire list - Standards	listed	All the Things You Are	all the things you are	
Marshall	repertoire list - Standards	listed	On the Sunny Side of the Street	on the sunny side of the street	
Marshall	repertoire list - Standards	listed	All of Me	all of me	
Marshall	repertoire list - Standards	listed	Blue Skies	blue skies	
Marshall	repertoire list - Standards	listed	But Not For Me	but not for me	
Marshall	repertoire list - Standards	listed	I Remember You	i remember you	
Marshall	repertoire list - Standards	listed	Beautiful Love	beautiful love	
Marshall	repertoire list - Standards	listed	How High the Moon	how high the moon	
Marshall	repertoire list - Standards	listed	Out of Nowhere	out of nowhere	
Marshall	repertoire list - Standards	listed	All of You	all of you	
Marshall	repertoire list - Standards	listed	It Could Happen to You	it could happen to you	
Marshall	repertoire list - Standards	listed	I Love You	i love you	
Marshall	repertoire list - Standards	listed	Softly, As In A Morning Sunrise	softly as in a morning sunrise	
Marshall	repertoire list - Standards	listed	Yesterdays	yesterdays	
